Model_ID,Model_Name,Partner_Name,Tier,Frequency,Period,Year,Product,KPI,Value,Threshold,Anomaly_Flag,Uploaded_On,Model_Info,Report_Summary,Model_Status,Production_Date
101,Model_101,LendMate,Tier 1,Yearly,Y1,2022,,PDO,0.752,>= 0.6,FALSE,15-02-2025,Model_101 is used for loan approval.,Model_101 performed above expectation for Y1 2025 with PDO of 0.752 vs threshold >= 0.6.,Active,18-08-2024
101,Model_101,LendMate,Tier 1,Yearly,Y1,2022,,Gini,0.353,>= 0.4,TRUE,15-02-2025,Model_101 is used for loan approval.,Model_101 performed below expectation for Y1 2025 with Gini of 0.353 vs threshold >= 0.4.,Active,18-08-2024
102,Model_102,FinCorp,Tier 1,Quarterly,Q1,2023,,PDO,0.649,>= 0.6,FALSE,29-01-2023,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q1 2023 with PDO of 0.649 vs threshold >= 0.6.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q1,2023,,CSI,0.059,<= 0.1,FALSE,29-01-2023,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q1 2023 with CSI of 0.059 vs threshold <= 0.1.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q1,2023,,KS,0.357,>= 0.3,FALSE,29-01-2023,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q1 2023 with KS of 0.357 vs threshold >= 0.3.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q1,2023,,Gini,0.464,>= 0.4,FALSE,29-01-2023,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q1 2023 with Gini of 0.464 vs threshold >= 0.4.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q2,2023,,PDO,0.753,>= 0.6,FALSE,13-01-2023,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q2 2023 with PDO of 0.753 vs threshold >= 0.6.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q2,2023,,CSI,0.09,<= 0.1,FALSE,13-01-2023,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q2 2023 with CSI of 0.09 vs threshold <= 0.1.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q2,2023,,KS,0.377,>= 0.3,FALSE,13-01-2023,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q2 2023 with KS of 0.377 vs threshold >= 0.3.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q2,2023,,Gini,0.515,>= 0.4,FALSE,13-01-2023,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q2 2023 with Gini of 0.515 vs threshold >= 0.4.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q3,2023,,PDO,0.753,>= 0.6,FALSE,06-02-2023,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q3 2023 with PDO of 0.753 vs threshold >= 0.6.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q3,2023,,CSI,0.054,<= 0.1,FALSE,06-02-2023,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q3 2023 with CSI of 0.054 vs threshold <= 0.1.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q3,2023,,KS,0.447,>= 0.3,FALSE,06-02-2023,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q3 2023 with KS of 0.447 vs threshold >= 0.3.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q3,2023,,Gini,0.494,>= 0.4,FALSE,06-02-2023,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q3 2023 with Gini of 0.494 vs threshold >= 0.4.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q4,2023,,PDO,0.721,>= 0.6,FALSE,28-01-2023,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q4 2023 with PDO of 0.721 vs threshold >= 0.6.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q4,2023,,CSI,0.072,<= 0.1,FALSE,28-01-2023,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q4 2023 with CSI of 0.072 vs threshold <= 0.1.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q4,2023,,KS,0.416,>= 0.3,FALSE,28-01-2023,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q4 2023 with KS of 0.416 vs threshold >= 0.3.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q4,2023,,Gini,0.476,>= 0.4,FALSE,28-01-2023,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q4 2023 with Gini of 0.476 vs threshold >= 0.4.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q1,2024,,PDO,0.743,>= 0.6,FALSE,07-01-2024,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q1 2024 with PDO of 0.743 vs threshold >= 0.6.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q1,2024,,CSI,0.076,<= 0.1,FALSE,07-01-2024,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q1 2024 with CSI of 0.076 vs threshold <= 0.1.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q1,2024,,KS,0.353,>= 0.3,FALSE,07-01-2024,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q1 2024 with KS of 0.353 vs threshold >= 0.3.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q1,2024,,Gini,0.459,>= 0.4,FALSE,07-01-2024,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q1 2024 with Gini of 0.459 vs threshold >= 0.4.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q2,2024,,PDO,0.62,>= 0.6,FALSE,11-01-2024,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q2 2024 with PDO of 0.62 vs threshold >= 0.6.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q2,2024,,CSI,0.089,<= 0.1,FALSE,11-01-2024,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q2 2024 with CSI of 0.089 vs threshold <= 0.1.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q2,2024,,KS,0.382,>= 0.3,FALSE,11-01-2024,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q2 2024 with KS of 0.382 vs threshold >= 0.3.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q2,2024,,Gini,0.491,>= 0.4,FALSE,11-01-2024,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q2 2024 with Gini of 0.491 vs threshold >= 0.4.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q3,2024,,PDO,0.639,>= 0.6,FALSE,28-02-2024,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q3 2024 with PDO of 0.639 vs threshold >= 0.6.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q3,2024,,CSI,0.07,<= 0.1,FALSE,28-02-2024,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q3 2024 with CSI of 0.07 vs threshold <= 0.1.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q3,2024,,KS,0.32,>= 0.3,FALSE,28-02-2024,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q3 2024 with KS of 0.32 vs threshold >= 0.3.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q3,2024,,Gini,0.516,>= 0.4,FALSE,28-02-2024,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q3 2024 with Gini of 0.516 vs threshold >= 0.4.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q4,2024,,PDO,0.753,>= 0.6,FALSE,07-02-2024,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q4 2024 with PDO of 0.753 vs threshold >= 0.6.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q4,2024,,CSI,0.087,<= 0.1,FALSE,07-02-2024,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q4 2024 with CSI of 0.087 vs threshold <= 0.1.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q4,2024,,KS,0.356,>= 0.3,FALSE,07-02-2024,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q4 2024 with KS of 0.356 vs threshold >= 0.3.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q4,2024,,Gini,0.567,>= 0.4,FALSE,07-02-2024,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q4 2024 with Gini of 0.567 vs threshold >= 0.4.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q1,2025,,PDO,0.692,>= 0.6,FALSE,13-01-2025,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q1 2025 with PDO of 0.692 vs threshold >= 0.6.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q1,2025,,CSI,0.077,<= 0.1,FALSE,13-01-2025,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q1 2025 with CSI of 0.077 vs threshold <= 0.1.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q1,2025,,KS,0.334,>= 0.3,FALSE,13-01-2025,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q1 2025 with KS of 0.334 vs threshold >= 0.3.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q1,2025,,Gini,0.501,>= 0.4,FALSE,13-01-2025,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q1 2025 with Gini of 0.501 vs threshold >= 0.4.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q3,2022,,PDO,0.661,>= 0.6,FALSE,18-02-2025,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q3 2025 with PDO of 0.661 vs threshold >= 0.6.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q3,2022,,CSI,0.052,<= 0.1,FALSE,18-02-2025,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q3 2025 with CSI of 0.052 vs threshold <= 0.1.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q3,2022,,KS,0.486,>= 0.3,FALSE,18-02-2025,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q3 2025 with KS of 0.486 vs threshold >= 0.3.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q3,2022,,Gini,0.552,>= 0.4,FALSE,18-02-2025,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q3 2025 with Gini of 0.552 vs threshold >= 0.4.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q4,2022,,PDO,0.697,>= 0.6,FALSE,17-02-2025,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q4 2025 with PDO of 0.697 vs threshold >= 0.6.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q4,2022,,CSI,0.062,<= 0.1,FALSE,17-02-2025,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q4 2025 with CSI of 0.062 vs threshold <= 0.1.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q4,2022,,KS,0.451,>= 0.3,FALSE,17-02-2025,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q4 2025 with KS of 0.451 vs threshold >= 0.3.,Active,10-10-2023
102,Model_102,FinCorp,Tier 1,Quarterly,Q4,2022,,Gini,0.449,>= 0.4,FALSE,17-02-2025,Model_102 is used for credit risk scoring.,Model_102 performed above expectation for Q4 2025 with Gini of 0.449 vs threshold >= 0.4.,Active,10-10-2023
103,Model_103,CreditWise,Tier 1,Yearly,Y1,2023,,KS,0.266,>= 0.3,TRUE,29-01-2023,Model_103 is used for loan approval.,Model_103 performed below expectation for Y1 2023 with KS of 0.266 vs threshold >= 0.3.,In Development,12-01-2023
103,Model_103,CreditWise,Tier 1,Yearly,Y1,2023,,CSI,0.137,<= 0.1,TRUE,29-01-2023,Model_103 is used for loan approval.,Model_103 performed below expectation for Y1 2023 with CSI of 0.137 vs threshold <= 0.1.,In Development,12-01-2023
103,Model_103,CreditWise,Tier 1,Yearly,Y1,2023,,Gini,0.494,>= 0.4,FALSE,29-01-2023,Model_103 is used for loan approval.,Model_103 performed above expectation for Y1 2023 with Gini of 0.494 vs threshold >= 0.4.,In Development,12-01-2023
103,Model_103,CreditWise,Tier 1,Yearly,Y1,2023,,PSI,0.149,<= 0.1,TRUE,29-01-2023,Model_103 is used for loan approval.,Model_103 performed below expectation for Y1 2023 with PSI of 0.149 vs threshold <= 0.1.,In Development,12-01-2023
103,Model_103,CreditWise,Tier 1,Yearly,Y1,2024,,KS,0.344,>= 0.3,FALSE,06-02-2024,Model_103 is used for loan approval.,Model_103 performed above expectation for Y1 2024 with KS of 0.344 vs threshold >= 0.3.,In Development,12-01-2023
103,Model_103,CreditWise,Tier 1,Yearly,Y1,2024,,CSI,0.145,<= 0.1,TRUE,06-02-2024,Model_103 is used for loan approval.,Model_103 performed below expectation for Y1 2024 with CSI of 0.145 vs threshold <= 0.1.,In Development,12-01-2023
103,Model_103,CreditWise,Tier 1,Yearly,Y1,2024,,Gini,0.555,>= 0.4,FALSE,06-02-2024,Model_103 is used for loan approval.,Model_103 performed above expectation for Y1 2024 with Gini of 0.555 vs threshold >= 0.4.,In Development,12-01-2023
103,Model_103,CreditWise,Tier 1,Yearly,Y1,2024,,PSI,0.086,<= 0.1,FALSE,06-02-2024,Model_103 is used for loan approval.,Model_103 performed above expectation for Y1 2024 with PSI of 0.086 vs threshold <= 0.1.,In Development,12-01-2023
103,Model_103,CreditWise,Tier 1,Yearly,Y1,2022,,KS,0.49,>= 0.3,FALSE,17-02-2025,Model_103 is used for loan approval.,Model_103 performed above expectation for Y1 2025 with KS of 0.49 vs threshold >= 0.3.,In Development,12-01-2023
103,Model_103,CreditWise,Tier 1,Yearly,Y1,2022,,CSI,0.069,<= 0.1,FALSE,17-02-2025,Model_103 is used for loan approval.,Model_103 performed above expectation for Y1 2025 with CSI of 0.069 vs threshold <= 0.1.,In Development,12-01-2023
103,Model_103,CreditWise,Tier 1,Yearly,Y1,2022,,Gini,0.456,>= 0.4,FALSE,17-02-2025,Model_103 is used for loan approval.,Model_103 performed above expectation for Y1 2025 with Gini of 0.456 vs threshold >= 0.4.,In Development,12-01-2023
103,Model_103,CreditWise,Tier 1,Yearly,Y1,2022,,PSI,0.077,<= 0.1,FALSE,17-02-2025,Model_103 is used for loan approval.,Model_103 performed above expectation for Y1 2025 with PSI of 0.077 vs threshold <= 0.1.,In Development,12-01-2023
104,Model_104,TrustMoney,Tier 2,Yearly,Y1,2023,,KS,0.385,>= 0.3,FALSE,07-02-2023,Model_104 is used for customer churn prediction.,Model_104 performed above expectation for Y1 2023 with KS of 0.385 vs threshold >= 0.3.,Active,17-07-2024
104,Model_104,TrustMoney,Tier 2,Yearly,Y1,2023,,CSI,0.087,<= 0.1,FALSE,07-02-2023,Model_104 is used for customer churn prediction.,Model_104 performed above expectation for Y1 2023 with CSI of 0.087 vs threshold <= 0.1.,Active,17-07-2024
104,Model_104,TrustMoney,Tier 2,Yearly,Y1,2023,,PSI,0.065,<= 0.1,FALSE,07-02-2023,Model_104 is used for customer churn prediction.,Model_104 performed above expectation for Y1 2023 with PSI of 0.065 vs threshold <= 0.1.,Active,17-07-2024
104,Model_104,TrustMoney,Tier 2,Yearly,Y1,2023,,AUC,0.79,>= 0.7,FALSE,07-02-2023,Model_104 is used for customer churn prediction.,Model_104 performed above expectation for Y1 2023 with AUC of 0.79 vs threshold >= 0.7.,Active,17-07-2024
104,Model_104,TrustMoney,Tier 2,Yearly,Y1,2024,,KS,0.324,>= 0.3,FALSE,18-01-2024,Model_104 is used for customer churn prediction.,Model_104 performed above expectation for Y1 2024 with KS of 0.324 vs threshold >= 0.3.,Active,17-07-2024
104,Model_104,TrustMoney,Tier 2,Yearly,Y1,2024,,CSI,0.076,<= 0.1,FALSE,18-01-2024,Model_104 is used for customer churn prediction.,Model_104 performed above expectation for Y1 2024 with CSI of 0.076 vs threshold <= 0.1.,Active,17-07-2024
104,Model_104,TrustMoney,Tier 2,Yearly,Y1,2024,,PSI,0.051,<= 0.1,FALSE,18-01-2024,Model_104 is used for customer churn prediction.,Model_104 performed above expectation for Y1 2024 with PSI of 0.051 vs threshold <= 0.1.,Active,17-07-2024
104,Model_104,TrustMoney,Tier 2,Yearly,Y1,2024,,AUC,0.75,>= 0.7,FALSE,18-01-2024,Model_104 is used for customer churn prediction.,Model_104 performed above expectation for Y1 2024 with AUC of 0.75 vs threshold >= 0.7.,Active,17-07-2024
104,Model_104,TrustMoney,Tier 2,Yearly,Y1,2022,,KS,0.426,>= 0.3,FALSE,24-02-2025,Model_104 is used for customer churn prediction.,Model_104 performed above expectation for Y1 2025 with KS of 0.426 vs threshold >= 0.3.,Active,17-07-2024
104,Model_104,TrustMoney,Tier 2,Yearly,Y1,2022,,CSI,0.086,<= 0.1,FALSE,24-02-2025,Model_104 is used for customer churn prediction.,Model_104 performed above expectation for Y1 2025 with CSI of 0.086 vs threshold <= 0.1.,Active,17-07-2024
104,Model_104,TrustMoney,Tier 2,Yearly,Y1,2022,,PSI,0.115,<= 0.1,TRUE,24-02-2025,Model_104 is used for customer churn prediction.,Model_104 performed below expectation for Y1 2025 with PSI of 0.115 vs threshold <= 0.1.,Active,17-07-2024
104,Model_104,TrustMoney,Tier 2,Yearly,Y1,2022,,AUC,0.873,>= 0.7,FALSE,24-02-2025,Model_104 is used for customer churn prediction.,Model_104 performed above expectation for Y1 2025 with AUC of 0.873 vs threshold >= 0.7.,Active,17-07-2024
105,Model_105,TrustMoney,Tier 1,Yearly,Y1,2023,,AUC,0.878,>= 0.7,FALSE,09-01-2023,Model_105 is used for credit risk scoring.,Model_105 performed above expectation for Y1 2023 with AUC of 0.878 vs threshold >= 0.7.,Retired,09-11-2024
105,Model_105,TrustMoney,Tier 1,Yearly,Y1,2023,,PSI,0.08,<= 0.1,FALSE,09-01-2023,Model_105 is used for credit risk scoring.,Model_105 performed above expectation for Y1 2023 with PSI of 0.08 vs threshold <= 0.1.,Retired,09-11-2024
105,Model_105,TrustMoney,Tier 1,Yearly,Y1,2023,,PDO,0.565,>= 0.6,TRUE,09-01-2023,Model_105 is used for credit risk scoring.,Model_105 performed below expectation for Y1 2023 with PDO of 0.565 vs threshold >= 0.6.,Retired,09-11-2024
105,Model_105,TrustMoney,Tier 1,Yearly,Y1,2023,,KS,0.493,>= 0.3,FALSE,09-01-2023,Model_105 is used for credit risk scoring.,Model_105 performed above expectation for Y1 2023 with KS of 0.493 vs threshold >= 0.3.,Retired,09-11-2024
105,Model_105,TrustMoney,Tier 1,Yearly,Y1,2024,,AUC,0.68,>= 0.7,TRUE,04-01-2024,Model_105 is used for credit risk scoring.,Model_105 performed below expectation for Y1 2024 with AUC of 0.68 vs threshold >= 0.7.,Retired,09-11-2024
105,Model_105,TrustMoney,Tier 1,Yearly,Y1,2024,,PSI,0.144,<= 0.1,TRUE,04-01-2024,Model_105 is used for credit risk scoring.,Model_105 performed below expectation for Y1 2024 with PSI of 0.144 vs threshold <= 0.1.,Retired,09-11-2024
105,Model_105,TrustMoney,Tier 1,Yearly,Y1,2024,,PDO,0.625,>= 0.6,FALSE,04-01-2024,Model_105 is used for credit risk scoring.,Model_105 performed above expectation for Y1 2024 with PDO of 0.625 vs threshold >= 0.6.,Retired,09-11-2024
105,Model_105,TrustMoney,Tier 1,Yearly,Y1,2024,,KS,0.465,>= 0.3,FALSE,04-01-2024,Model_105 is used for credit risk scoring.,Model_105 performed above expectation for Y1 2024 with KS of 0.465 vs threshold >= 0.3.,Retired,09-11-2024
105,Model_105,TrustMoney,Tier 1,Yearly,Y1,2022,,AUC,0.747,>= 0.7,FALSE,28-01-2025,Model_105 is used for credit risk scoring.,Model_105 performed above expectation for Y1 2025 with AUC of 0.747 vs threshold >= 0.7.,Retired,09-11-2024
105,Model_105,TrustMoney,Tier 1,Yearly,Y1,2022,,PSI,0.056,<= 0.1,FALSE,28-01-2025,Model_105 is used for credit risk scoring.,Model_105 performed above expectation for Y1 2025 with PSI of 0.056 vs threshold <= 0.1.,Retired,09-11-2024
105,Model_105,TrustMoney,Tier 1,Yearly,Y1,2022,,PDO,0.585,>= 0.6,TRUE,28-01-2025,Model_105 is used for credit risk scoring.,Model_105 performed below expectation for Y1 2025 with PDO of 0.585 vs threshold >= 0.6.,Retired,09-11-2024
105,Model_105,TrustMoney,Tier 1,Yearly,Y1,2022,,KS,0.279,>= 0.3,TRUE,28-01-2025,Model_105 is used for credit risk scoring.,Model_105 performed below expectation for Y1 2025 with KS of 0.279 vs threshold >= 0.3.,Retired,09-11-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q1,2023,,PDO,0.686,>= 0.6,FALSE,16-01-2023,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q1 2023 with PDO of 0.686 vs threshold >= 0.6.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q1,2023,,PSI,0.086,<= 0.1,FALSE,16-01-2023,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q1 2023 with PSI of 0.086 vs threshold <= 0.1.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q1,2023,,Gini,0.481,>= 0.4,FALSE,16-01-2023,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q1 2023 with Gini of 0.481 vs threshold >= 0.4.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q1,2023,,KS,0.435,>= 0.3,FALSE,16-01-2023,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q1 2023 with KS of 0.435 vs threshold >= 0.3.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q2,2023,,PDO,0.7,>= 0.6,FALSE,14-02-2023,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q2 2023 with PDO of 0.7 vs threshold >= 0.6.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q2,2023,,PSI,0.073,<= 0.1,FALSE,14-02-2023,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q2 2023 with PSI of 0.073 vs threshold <= 0.1.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q2,2023,,Gini,0.42,>= 0.4,FALSE,14-02-2023,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q2 2023 with Gini of 0.42 vs threshold >= 0.4.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q2,2023,,KS,0.498,>= 0.3,FALSE,14-02-2023,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q2 2023 with KS of 0.498 vs threshold >= 0.3.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q3,2023,,PDO,0.733,>= 0.6,FALSE,18-01-2023,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q3 2023 with PDO of 0.733 vs threshold >= 0.6.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q3,2023,,PSI,0.055,<= 0.1,FALSE,18-01-2023,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q3 2023 with PSI of 0.055 vs threshold <= 0.1.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q3,2023,,Gini,0.556,>= 0.4,FALSE,18-01-2023,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q3 2023 with Gini of 0.556 vs threshold >= 0.4.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q3,2023,,KS,0.369,>= 0.3,FALSE,18-01-2023,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q3 2023 with KS of 0.369 vs threshold >= 0.3.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q4,2023,,PDO,0.777,>= 0.6,FALSE,06-02-2023,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q4 2023 with PDO of 0.777 vs threshold >= 0.6.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q4,2023,,PSI,0.065,<= 0.1,FALSE,06-02-2023,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q4 2023 with PSI of 0.065 vs threshold <= 0.1.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q4,2023,,Gini,0.481,>= 0.4,FALSE,06-02-2023,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q4 2023 with Gini of 0.481 vs threshold >= 0.4.,Active,31-03-2024
106,Model_106,TrustMoney,Tier 1,Quarterly,Q4,2023,,KS,0.331,>= 0.3,FALSE,06-02-2023,Model_106 is used for customer churn prediction.,Model_106 performed above expectation for Q4 2023 with KS of 0.331 vs threshold >= 0.3.,Active,31-03-2024
